Index,Date,Round,Time,Connectivity Index,Transect,Transect_location_GPS,Air_temperature,Wind_speed,Group,Species,AnonymSite
254,16/07/2021,1,AM,7.8,6,SU3799344142,24.4,1.7,Butterfly,Meadow_brown,SiteD
255,16/07/2021,1,AM,7.8,6,SU3799344142,24.4,1.7,Bumblebee,Red_tailed_bumblebee,SiteD
256,16/07/2021,1,AM,7.8,6,SU3799344142,24.4,1.7,Bumblebee,Red_tailed_bumblebee,SiteD
257,16/07/2021,1,AM,7.8,6,SU3799344142,24.4,1.7,Butterfly,Meadow_brown,SiteD
258,16/07/2021,1,AM,7.8,6,SU3799344142,24.4,1.7,Butterfly,Meadow_brown,SiteD
259,16/07/2021,1,AM,7.8,6,SU3799344142,24.4,1.7,Butterfly,Large_skipper,SiteD
260,16/07/2021,1,AM,7.8,7,SU3800444193,23.7,0,Butterfly,Large_skipper,SiteD
261,16/07/2021,1,AM,7.8,7,SU3800444193,23.7,0,Bumblebee,Red_tailed_bumblebee,SiteD
262,16/07/2021,1,AM,7.8,7,SU3800444193,23.7,0,Bumblebee,Red_tailed_bumblebee,SiteD
263,16/07/2021,1,AM,7.8,7,SU3800444193,23.7,0,Bumblebee,Red_tailed_bumblebee,SiteD
264,16/07/2021,1,AM,7.8,7,SU3800444193,23.7,0,Bumblebee,Red_tailed_bumblebee,SiteD
265,16/07/2021,1,AM,7.8,7,SU3800444193,23.7,0,Bumblebee,Red_tailed_bumblebee,SiteD
266,16/07/2021,1,AM,7.8,7,SU3800444193,23.7,0,Bumblebee,Red_tailed_bumblebee,SiteD
267,16/07/2021,1,AM,7.8,7,SU3800444193,23.7,0,Bumblebee,Red_tailed_bumblebee,SiteD
268,16/07/2021,1,AM,7.8,7,SU3800444193,23.7,0,Butterfly,Meadow_brown,SiteD
269,16/07/2021,1,AM,7.8,7,SU3800444193,23.7,0,Butterfly,Large_skipper,SiteD
270,16/07/2021,1,AM,7.8,7,SU3800444193,23.7,0,Butterfly,Large_skipper,SiteD
271,16/07/2021,1,AM,7.8,7,SU3800444193,23.7,0,Butterfly,Meadow_brown,SiteD
272,16/07/2021,1,AM,7.8,7,SU3800444193,23.7,0,Butterfly,Meadow_brown,SiteD
273,16/07/2021,1,AM,7.8,8,SU3801344274,26.7,1.5,Bumblebee,Buff_tailed_bumblebee,SiteD
274,16/07/2021,1,AM,7.8,8,SU3801344274,26.7,1.5,Hoverfly,Cannot_ID_hoverfly,SiteD
275,16/07/2021,1,AM,7.8,8,SU3801344274,26.7,1.5,Bumblebee,Red_tailed_bumblebee,SiteD
276,16/07/2021,1,AM,7.8,8,SU3801344274,26.7,1.5,Butterfly,Meadow_brown,SiteD
277,16/07/2021,1,AM,7.8,8,SU3801344274,26.7,1.5,Butterfly,Meadow_brown,SiteD
278,16/07/2021,1,AM,7.8,8,SU3801344274,26.7,1.5,Bumblebee,Buff_or_white_tailed_bumblebee,SiteD
279,16/07/2021,1,AM,7.8,8,SU3801344274,26.7,1.5,Butterfly,Meadow_brown,SiteD
280,16/07/2021,1,AM,7.8,8,SU3801344274,26.7,1.5,Butterfly,Meadow_brown,SiteD
281,16/07/2021,1,AM,7.8,8,SU3801344274,26.7,1.5,Butterfly,Meadow_brown,SiteD
282,16/07/2021,1,AM,7.8,8,SU3801344274,26.7,1.5,Butterfly,Meadow_brown,SiteD
283,16/07/2021,1,AM,7.8,8,SU3801344274,26.7,1.5,Butterfly,Large_skipper,SiteD
284,16/07/2021,1,AM,7.8,8,SU3801344274,26.7,1.5,Butterfly,Meadow_brown,SiteD
285,16/07/2021,1,AM,7.8,8,SU3801344274,26.7,1.5,Bumblebee,Red_tailed_bumblebee,SiteD
286,16/07/2021,1,AM,7.8,8,SU3801344274,26.7,1.5,Butterfly,Meadow_brown,SiteD
287,16/07/2021,1,AM,7.8,8,SU3801344274,26.7,1.5,Butterfly,Meadow_brown,SiteD
288,16/07/2021,1,AM,7.8,8,SU3801344274,26.7,1.5,Butterfly,Meadow_brown,SiteD
289,16/07/2021,1,AM,7.8,8,SU3801344274,26.7,1.5,Butterfly,Meadow_brown,SiteD
290,16/07/2021,1,AM,7.8,9,SU3804544352,24.4,2.2,Butterfly,Meadow_brown,SiteD
291,16/07/2021,1,AM,7.8,9,SU3804544352,24.4,2.2,Butterfly,Meadow_brown,SiteD
292,16/07/2021,1,AM,7.8,9,SU3804544352,24.4,2.2,Bumblebee,Buff_tailed_bumblebee,SiteD
293,16/07/2021,1,AM,7.8,9,SU3804544352,24.4,2.2,Butterfly,Meadow_brown,SiteD
294,16/07/2021,1,AM,7.8,9,SU3804544352,24.4,2.2,Bumblebee,Buff_or_white_tailed_bumblebee,SiteD
295,16/07/2021,1,AM,7.8,9,SU3804544352,24.4,2.2,Butterfly,Meadow_brown,SiteD
296,16/07/2021,1,AM,7.8,9,SU3804544352,24.4,2.2,Moth,Cannot_ID_moth,SiteD
297,16/07/2021,1,AM,7.8,9,SU3804544352,24.4,2.2,Bumblebee,Red_tailed_bumblebee,SiteD
298,16/07/2021,1,AM,7.8,9,SU3804544352,24.4,2.2,Bumblebee,Red_tailed_bumblebee,SiteD
299,16/07/2021,1,AM,7.8,9,SU3804544352,24.4,2.2,Butterfly,Meadow_brown,SiteD
300,16/07/2021,1,AM,7.8,9,SU3804544352,24.4,2.2,Bumblebee,Red_tailed_bumblebee,SiteD
301,16/07/2021,1,AM,7.8,9,SU3804544352,24.4,2.2,Bumblebee,Red_tailed_bumblebee,SiteD
302,16/07/2021,1,AM,7.8,9,SU3804544352,24.4,2.2,Bumblebee,Red_tailed_bumblebee,SiteD
303,16/07/2021,1,AM,7.8,9,SU3804544352,24.4,2.2,Butterfly,Meadow_brown,SiteD
304,16/07/2021,1,AM,7.8,9,SU3804544352,24.4,2.2,Butterfly,Meadow_brown,SiteD
305,16/07/2021,1,AM,7.8,9,SU3804544352,24.4,2.2,Butterfly,Marbled_white,SiteD
306,16/07/2021,1,AM,7.8,9,SU3804544352,24.4,2.2,Hoverfly,Cannot_ID_hoverfly,SiteD
307,16/07/2021,1,AM,7.8,9,SU3804544352,24.4,2.2,Bumblebee,Red_tailed_bumblebee,SiteD
308,16/07/2021,1,AM,7.8,10,SU3801744163,23.5,3.1,Butterfly,Meadow_brown,SiteD
309,16/07/2021,1,AM,7.8,10,SU3801744163,23.5,3.1,Bumblebee,Red_tailed_bumblebee,SiteD
310,16/07/2021,1,AM,7.8,10,SU3801744163,23.5,3.1,Moth,Cannot_ID_moth,SiteD
311,16/07/2021,1,AM,7.8,10,SU3801744163,23.5,3.1,Butterfly,Meadow_brown,SiteD
312,16/07/2021,1,AM,7.8,10,SU3801744163,23.5,3.1,Butterfly,Meadow_brown,SiteD
313,16/07/2021,1,AM,7.8,10,SU3801744163,23.5,3.1,Bumblebee,Buff_or_white_tailed_bumblebee,SiteD
314,16/07/2021,1,AM,7.8,10,SU3801744163,23.5,3.1,Butterfly,Meadow_brown,SiteD
315,16/07/2021,1,AM,7.8,10,SU3801744163,23.5,3.1,Butterfly,Meadow_brown,SiteD
316,16/07/2021,1,AM,7.8,10,SU3801744163,23.5,3.1,Bumblebee,Red_tailed_bumblebee,SiteD
317,16/07/2021,1,AM,7.8,10,SU3801744163,23.5,3.1,Bumblebee,Red_tailed_bumblebee,SiteD
318,16/07/2021,1,AM,7.8,10,SU3801744163,23.5,3.1,Bumblebee,Red_tailed_bumblebee,SiteD
319,16/07/2021,1,AM,7.8,10,SU3801744163,23.5,3.1,Bumblebee,Red_tailed_bumblebee,SiteD
320,16/07/2021,1,AM,7.8,10,SU3801744163,23.5,3.1,Butterfly,Meadow_brown,SiteD
321,16/07/2021,1,PM,13.9,1,SU7248665922,28.6,2.5,Butterfly,Meadow_brown,SiteE
322,16/07/2021,1,PM,13.9,1,SU7248665922,28.6,2.5,Butterfly,Meadow_brown,SiteE
323,16/07/2021,1,PM,13.9,1,SU7248665922,28.6,2.5,Moth,Cannot_ID_moth,SiteE
324,16/07/2021,1,PM,13.9,2,SU7245165809,29,3,Butterfly,Meadow_brown,SiteE
325,16/07/2021,1,PM,13.9,2,SU7245165809,29,3,Butterfly,Meadow_brown,SiteE
326,16/07/2021,1,PM,13.9,2,SU7245165809,29,3,Moth,Cannot_ID_moth,SiteE
327,16/07/2021,1,PM,13.9,2,SU7245165809,29,3,Moth,Cannot_ID_moth,SiteE
328,16/07/2021,1,PM,13.9,2,SU7245165809,29,3,Butterfly,Meadow_brown,SiteE
329,16/07/2021,1,PM,13.9,2,SU7245165809,29,3,Butterfly,Red_admiral,SiteE
330,16/07/2021,1,PM,13.9,3,SU7245765865,27.7,3.6,Butterfly,Meadow_brown,SiteE
331,16/07/2021,1,PM,13.9,3,SU7245765865,27.7,3.6,Butterfly,Meadow_brown,SiteE
332,16/07/2021,1,PM,13.9,3,SU7245765865,27.7,3.6,Butterfly,Meadow_brown,SiteE
333,16/07/2021,1,PM,13.9,3,SU7245765865,27.7,3.6,Butterfly,Meadow_brown,SiteE
334,16/07/2021,1,PM,13.9,3,SU7245765865,27.7,3.6,Butterfly,Meadow_brown,SiteE
335,16/07/2021,1,PM,13.9,3,SU7245765865,27.7,3.6,Butterfly,Meadow_brown,SiteE
336,16/07/2021,1,PM,13.9,3,SU7245765865,27.7,3.6,Butterfly,Meadow_brown,SiteE
337,16/07/2021,1,PM,13.9,3,SU7245765865,27.7,3.6,Moth,Cannot_ID_moth,SiteE
338,16/07/2021,1,PM,13.9,4,SU7246565922,28.5,1.5,Butterfly,Meadow_brown,SiteE
339,16/07/2021,1,PM,13.9,4,SU7246565922,28.5,1.5,Butterfly,Meadow_brown,SiteE
340,16/07/2021,1,PM,13.9,4,SU7246565922,28.5,1.5,Moth,Cannot_ID_moth,SiteE
341,16/07/2021,1,PM,13.9,4,SU7246565922,28.5,1.5,Moth,Cannot_ID_moth,SiteE
342,16/07/2021,1,PM,13.9,4,SU7246565922,28.5,1.5,Butterfly,Meadow_brown,SiteE
343,16/07/2021,1,PM,13.9,4,SU7246565922,28.5,1.5,Butterfly,Meadow_brown,SiteE
344,16/07/2021,1,PM,13.9,4,SU7246565922,28.5,1.5,Moth,Cannot_ID_moth,SiteE
345,16/07/2021,1,PM,13.9,4,SU7246565922,28.5,1.5,Moth,Cannot_ID_moth,SiteE
346,16/07/2021,1,PM,13.9,4,SU7246565922,28.5,1.5,Butterfly,Meadow_brown,SiteE
347,16/07/2021,1,PM,13.9,4,SU7246565922,28.5,1.5,Butterfly,Meadow_brown,SiteE
348,16/07/2021,1,PM,13.9,5,SU7246465955,29,3.4,Butterfly,Meadow_brown,SiteE
349,16/07/2021,1,PM,13.9,5,SU7246465955,29,3.4,Butterfly,Meadow_brown,SiteE
350,16/07/2021,1,PM,13.9,5,SU7246465955,29,3.4,Butterfly,Marbled_white,SiteE
351,16/07/2021,1,PM,13.9,5,SU7246465955,29,3.4,Moth,Cannot_ID_moth,SiteE
352,16/07/2021,1,PM,13.9,5,SU7246465955,29,3.4,Moth,Cannot_ID_moth,SiteE
353,16/07/2021,1,PM,13.9,5,SU7246465955,29,3.4,Moth,Cannot_ID_moth,SiteE
354,16/07/2021,1,PM,13.9,5,SU7246465955,29,3.4,Moth,Cannot_ID_moth,SiteE
355,16/07/2021,1,PM,13.9,5,SU7246465955,29,3.4,Moth,Cannot_ID_moth,SiteE
356,16/07/2021,1,PM,13.9,6,SU7246665770,27.8,2.5,Butterfly,Meadow_brown,SiteE
357,16/07/2021,1,PM,13.9,7,SU7247065806,27.9,3.5,Butterfly,Meadow_brown,SiteE
358,16/07/2021,1,PM,13.9,7,SU7247065806,27.9,3.5,Butterfly,Meadow_brown,SiteE
359,16/07/2021,1,PM,13.9,8,SU7247665881,27.3,4.8,Butterfly,Meadow_brown,SiteE
360,16/07/2021,1,PM,13.9,8,SU7247665881,27.3,4.8,Butterfly,Meadow_brown,SiteE
361,16/07/2021,1,PM,13.9,8,SU7247665881,27.3,4.8,Butterfly,Meadow_brown,SiteE
362,16/07/2021,1,PM,13.9,8,SU7247665881,27.3,4.8,Butterfly,Meadow_brown,SiteE
363,16/07/2021,1,PM,13.9,9,SU7248165905,27.1,4.1,Butterfly,Meadow_brown,SiteE
364,16/07/2021,1,PM,13.9,9,SU7248165905,27.1,4.1,Butterfly,Meadow_brown,SiteE
365,16/07/2021,1,PM,13.9,9,SU7248165905,27.1,4.1,Moth,Cannot_ID_moth,SiteE
366,16/07/2021,1,PM,13.9,9,SU7248165905,27.1,4.1,Butterfly,Meadow_brown,SiteE
367,16/07/2021,1,PM,13.9,9,SU7248165905,27.1,4.1,Butterfly,Meadow_brown,SiteE
368,16/07/2021,1,PM,13.9,9,SU7248165905,27.1,4.1,Butterfly,Meadow_brown,SiteE
369,16/07/2021,1,PM,13.9,9,SU7248165905,27.1,4.1,Butterfly,Meadow_brown,SiteE
370,16/07/2021,1,PM,13.9,9,SU7248165905,27.1,4.1,Butterfly,Meadow_brown,SiteE
371,16/07/2021,1,PM,13.9,10,SU7248665922,27.9,1,Butterfly,Meadow_brown,SiteE
372,16/07/2021,1,PM,13.9,10,SU7248665922,27.9,1,Butterfly,Meadow_brown,SiteE
373,16/07/2021,1,PM,13.9,10,SU7248665922,27.9,1,Butterfly,Meadow_brown,SiteE
374,16/07/2021,1,PM,13.9,10,SU7248665922,27.9,1,Butterfly,Meadow_brown,SiteE
375,16/07/2021,1,PM,13.9,10,SU7248665922,27.9,1,Butterfly,Meadow_brown,SiteE
376,16/07/2021,1,PM,13.9,10,SU7248665922,27.9,1,Butterfly,Meadow_brown,SiteE
377,16/07/2021,1,PM,13.9,10,SU7248665922,27.9,1,Butterfly,Meadow_brown,SiteE
378,16/07/2021,1,PM,13.9,10,SU7248665922,27.9,1,Butterfly,Meadow_brown,SiteE
379,19/07/2021,1,AM,7,1,SU3217840333,27.9,0,Hoverfly,Cannot_ID_hoverfly,SiteF
380,19/07/2021,1,AM,7,1,SU3217840333,27.9,0,Hoverfly,Cannot_ID_hoverfly,SiteF
381,19/07/2021,1,AM,7,1,SU3217840333,27.9,0,Butterfly,Small_skipper,SiteF
382,19/07/2021,1,AM,7,1,SU3217840333,27.9,0,Butterfly,Meadow_brown,SiteF
383,19/07/2021,1,AM,7,1,SU3217840333,27.9,0,Butterfly,Small_skipper,SiteF
384,19/07/2021,1,AM,7,1,SU3217840333,27.9,0,Butterfly,Meadow_brown,SiteF
385,19/07/2021,1,AM,7,1,SU3217840333,27.9,0,Butterfly,Marbled_white,SiteF
386,19/07/2021,1,AM,7,1,SU3217840333,27.9,0,Hoverfly,Cannot_ID_hoverfly,SiteF
387,19/07/2021,1,AM,7,1,SU3217840333,27.9,0,Butterfly,Large_white,SiteF
388,19/07/2021,1,AM,7,1,SU3217840333,27.9,0,Butterfly,Small_skipper,SiteF
389,19/07/2021,1,AM,7,1,SU3217840333,27.9,0,Hoverfly,Cannot_ID_hoverfly,SiteF
390,19/07/2021,1,AM,7,1,SU3217840333,27.9,0,Hoverfly,Cannot_ID_hoverfly,SiteF
391,19/07/2021,1,AM,7,2,SU3214440263,28.6,0,Butterfly,Meadow_brown,SiteF
392,19/07/2021,1,AM,7,2,SU3214440263,28.6,0,Butterfly,Meadow_brown,SiteF
393,19/07/2021,1,AM,7,2,SU3214440263,28.6,0,Butterfly,Meadow_brown,SiteF
394,19/07/2021,1,AM,7,2,SU3214440263,28.6,0,Hoverfly,Cannot_ID_hoverfly,SiteF
395,19/07/2021,1,AM,7,2,SU3214440263,28.6,0,Butterfly,Gatekeeper,SiteF
396,19/07/2021,1,AM,7,2,SU3214440263,28.6,0,Butterfly,Marbled_white,SiteF
397,19/07/2021,1,AM,7,2,SU3214440263,28.6,0,Butterfly,Meadow_brown,SiteF
398,19/07/2021,1,AM,7,2,SU3214440263,28.6,0,Butterfly,Meadow_brown,SiteF
399,19/07/2021,1,AM,7,2,SU3214440263,28.6,0,Hoverfly,Cannot_ID_hoverfly,SiteF
400,19/07/2021,1,AM,7,2,SU3214440263,28.6,0,Butterfly,Meadow_brown,SiteF
401,19/07/2021,1,AM,7,2,SU3214440263,28.6,0,Butterfly,Meadow_brown,SiteF
402,19/07/2021,1,AM,7,2,SU3214440263,28.6,0,Butterfly,Meadow_brown,SiteF
403,19/07/2021,1,AM,7,2,SU3214440263,28.6,0,Butterfly,Meadow_brown,SiteF
404,19/07/2021,1,AM,7,3,SU3211740228,30,0,Butterfly,Meadow_brown,SiteF
405,19/07/2021,1,AM,7,3,SU3211740228,30,0,Hoverfly,Cannot_ID_hoverfly,SiteF
406,19/07/2021,1,AM,7,3,SU3211740228,30,0,Hoverfly,Cannot_ID_hoverfly,SiteF
407,19/07/2021,1,AM,7,3,SU3211740228,30,0,Butterfly,Meadow_brown,SiteF
408,19/07/2021,1,AM,7,3,SU3211740228,30,0,Butterfly,Meadow_brown,SiteF
409,19/07/2021,1,AM,7,3,SU3211740228,30,0,Butterfly,Marbled_white,SiteF
410,19/07/2021,1,AM,7,3,SU3211740228,30,0,Butterfly,Marbled_white,SiteF
411,19/07/2021,1,AM,7,4,SU3209340204,30,1.6,Butterfly,Small_skipper,SiteF
412,19/07/2021,1,AM,7,4,SU3209340204,30,1.6,Hoverfly,Cannot_ID_hoverfly,SiteF
413,19/07/2021,1,AM,7,4,SU3209340204,30,1.6,Butterfly,Small_skipper,SiteF
414,19/07/2021,1,AM,7,4,SU3209340204,30,1.6,Hoverfly,Cannot_ID_hoverfly,SiteF
415,19/07/2021,1,AM,7,4,SU3209340204,30,1.6,Butterfly,Large_white,SiteF
416,19/07/2021,1,AM,7,4,SU3209340204,30,1.6,Butterfly,Meadow_brown,SiteF
417,19/07/2021,1,AM,7,4,SU3209340204,30,1.6,Butterfly,Small_skipper,SiteF
418,19/07/2021,1,AM,7,4,SU3209340204,30,1.6,Hoverfly,Cannot_ID_hoverfly,SiteF
419,19/07/2021,1,AM,7,4,SU3209340204,30,1.6,Hoverfly,Cannot_ID_hoverfly,SiteF
420,19/07/2021,1,AM,7,4,SU3209340204,30,1.6,Hoverfly,Cannot_ID_hoverfly,SiteF
421,19/07/2021,1,AM,7,4,SU3209340204,30,1.6,Butterfly,Peacock,SiteF
422,19/07/2021,1,AM,7,5,SU3204240139,31.3,0.9,Butterfly,Meadow_brown,SiteF
423,19/07/2021,1,AM,7,5,SU3204240139,31.3,0.9,Butterfly,Meadow_brown,SiteF
424,19/07/2021,1,AM,7,5,SU3204240139,31.3,0.9,Butterfly,Meadow_brown,SiteF
425,19/07/2021,1,AM,7,5,SU3204240139,31.3,0.9,Butterfly,Meadow_brown,SiteF
426,19/07/2021,1,AM,7,5,SU3204240139,31.3,0.9,Hoverfly,Cannot_ID_hoverfly,SiteF
427,19/07/2021,1,AM,7,6,SU3190440109,30.5,0,Butterfly,Common_blue,SiteF
428,19/07/2021,1,AM,7,6,SU3190440109,30.5,0,Butterfly,Meadow_brown,SiteF
429,19/07/2021,1,AM,7,7,SU3190440138,31.5,0,Butterfly,Gatekeeper,SiteF
430,19/07/2021,1,AM,7,7,SU3190440138,31.5,0,Hoverfly,Cannot_ID_hoverfly,SiteF
431,19/07/2021,1,AM,7,7,SU3190440138,31.5,0,Butterfly,Meadow_brown,SiteF
432,19/07/2021,1,AM,7,7,SU3190440138,31.5,0,Butterfly,Small_skipper,SiteF
433,19/07/2021,1,AM,7,8,SU3190340178,32.3,0,Butterfly,Small_skipper,SiteF
434,19/07/2021,1,AM,7,8,SU3190340178,32.3,0,Butterfly,Marbled_white,SiteF
435,19/07/2021,1,AM,7,8,SU3190340178,32.3,0,Butterfly,Meadow_brown,SiteF
436,19/07/2021,1,AM,7,8,SU3190340178,32.3,0,Bumblebee,Buff_or_white_tailed_bumblebee,SiteF
437,19/07/2021,1,AM,7,9,SU3190540221,30.4,3.4,Butterfly,Gatekeeper,SiteF
438,19/07/2021,1,AM,7,9,SU3190540221,30.4,3.4,Bumblebee,Common_carder_bee,SiteF
439,19/07/2021,1,AM,7,9,SU3190540221,30.4,3.4,Butterfly,Small_heath,SiteF
440,19/07/2021,1,AM,7,9,SU3190540221,30.4,3.4,Butterfly,Meadow_brown,SiteF
441,19/07/2021,1,AM,7,9,SU3190540221,30.4,3.4,Butterfly,Marbled_white,SiteF
442,19/07/2021,1,AM,7,9,SU3190540221,30.4,3.4,Butterfly,Small_heath,SiteF
443,19/07/2021,1,AM,7,9,SU3190540221,30.4,3.4,Hoverfly,Cannot_ID_hoverfly,SiteF
444,19/07/2021,1,AM,7,9,SU3190540221,30.4,3.4,Butterfly,Meadow_brown,SiteF
445,19/07/2021,1,AM,7,9,SU3190540221,30.4,3.4,Butterfly,Marbled_white,SiteF
446,19/07/2021,1,AM,7,9,SU3190540221,30.4,3.4,Hoverfly,Cannot_ID_hoverfly,SiteF
447,19/07/2021,1,AM,7,9,SU3190540221,30.4,3.4,Butterfly,Small_skipper,SiteF
448,19/07/2021,1,AM,7,9,SU3190540221,30.4,3.4,Butterfly,Gatekeeper,SiteF
449,19/07/2021,1,AM,7,9,SU3190540221,30.4,3.4,Butterfly,Painted_lady,SiteF
450,19/07/2021,1,AM,7,9,SU3190540221,30.4,3.4,Butterfly,Small_heath,SiteF
451,19/07/2021,1,AM,7,9,SU3190540221,30.4,3.4,Butterfly,Small_heath,SiteF
452,19/07/2021,1,AM,7,9,SU3190540221,30.4,3.4,Butterfly,Small_skipper,SiteF
453,19/07/2021,1,AM,7,10,SU3190240250,30.1,2.6,Butterfly,Small_skipper,SiteF
454,19/07/2021,1,AM,7,10,SU3190240250,30.1,2.6,Butterfly,Small_heath,SiteF
455,19/07/2021,1,AM,7,10,SU3190240250,30.1,2.6,Hoverfly,Cannot_ID_hoverfly,SiteF
456,19/07/2021,1,AM,7,10,SU3190240250,30.1,2.6,Hoverfly,Cannot_ID_hoverfly,SiteF
457,19/07/2021,1,AM,7,10,SU3190240250,30.1,2.6,Hoverfly,Cannot_ID_hoverfly,SiteF
458,19/07/2021,1,AM,7,10,SU3190240250,30.1,2.6,Hoverfly,Cannot_ID_hoverfly,SiteF
459,19/07/2021,1,AM,7,10,SU3190240250,30.1,2.6,Hoverfly,Cannot_ID_hoverfly,SiteF
460,19/07/2021,1,AM,7,10,SU3190240250,30.1,2.6,Butterfly,Meadow_brown,SiteF
461,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Ringlet,SiteF
462,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Marbled_white,SiteF
463,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Small_skipper,SiteF
464,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Small_skipper,SiteF
465,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Marbled_white,SiteF
466,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Meadow_brown,SiteF
467,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Meadow_brown,SiteF
468,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Marbled_white,SiteF
469,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Marbled_white,SiteF
470,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Small_skipper,SiteF
471,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Marbled_white,SiteF
472,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Marbled_white,SiteF
473,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Small_skipper,SiteF
474,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Meadow_brown,SiteF
475,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Meadow_brown,SiteF
476,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Meadow_brown,SiteF
477,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Small_skipper,SiteF
478,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Marbled_white,SiteF
479,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Common_blue,SiteF
480,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Small_skipper,SiteF
481,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Small_skipper,SiteF
482,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Marbled_white,SiteF
483,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Marbled_white,SiteF
484,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Marbled_white,SiteF
485,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Large_white,SiteF
486,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Marbled_white,SiteF
487,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Marbled_white,SiteF
488,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Marbled_white,SiteF
489,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Meadow_brown,SiteF
490,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Marbled_white,SiteF
491,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Small_skipper,SiteF
492,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Gatekeeper,SiteF
493,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Small_skipper,SiteF
494,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Marbled_white,SiteF
495,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Marbled_white,SiteF
496,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Marbled_white,SiteF
497,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Small_skipper,SiteF
498,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Marbled_white,SiteF
499,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Small_skipper,SiteF
500,19/07/2021,1,AM,7,11,SU3205440145,31.5,1.5,Butterfly,Small_skipper,SiteF
501,19/07/2021,1,PM,15.4,1,ST9745556536,31.8,2,None,No_pollinators_recorded,SiteG
502,19/07/2021,1,PM,15.4,2,ST9741956496,33.2,1.6,Butterfly,Small_skipper,SiteG
503,19/07/2021,1,PM,15.4,2,ST9741956496,33.2,1.6,Butterfly,Meadow_brown,SiteG
504,19/07/2021,1,PM,15.4,2,ST9741956496,33.2,1.6,Butterfly,Meadow_brown,SiteG
505,19/07/2021,1,PM,15.4,2,ST9741956496,33.2,1.6,Butterfly,Meadow_brown,SiteG
506,19/07/2021,1,PM,15.4,3,ST9739956474,31.8,0,Moth,Cannot_ID_moth,SiteG
507,19/07/2021,1,PM,15.4,3,ST9739956474,31.8,0,Butterfly,Small_skipper,SiteG
508,19/07/2021,1,PM,15.4,3,ST9739956474,31.8,0,Butterfly,Small_skipper,SiteG
509,19/07/2021,1,PM,15.4,3,ST9739956474,31.8,0,Butterfly,Meadow_brown,SiteG
510,19/07/2021,1,PM,15.4,4,ST9741656422,32.8,1.3,Butterfly,Meadow_brown,SiteG
511,19/07/2021,1,PM,15.4,4,ST9741656422,32.8,1.3,Moth,Cannot_ID_moth,SiteG
512,19/07/2021,1,PM,15.4,4,ST9741656422,32.8,1.3,Butterfly,Meadow_brown,SiteG
513,19/07/2021,1,PM,15.4,5,ST9746456393,32.1,2.2,Butterfly,Small_skipper,SiteG
514,19/07/2021,1,PM,15.4,5,ST9746456393,32.1,2.2,Butterfly,Meadow_brown,SiteG
